"bin_id","sample.x","coverage","sample.y","rel_abd","Domain","Phylum","Class","Order","Family","Genus","Species"
"A.1.O.60-DT-bin.3","A.1.O.60",63,"A.1.O.60",0.0232798172954972,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","Vibrio cholerae"
"A.1.O.60-DT-bin.4","A.1.O.60",63,"A.1.O.60",0.0118327689193276,"Archaea","Halobacterota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","Archaeoglobus_C","Archaeoglobus_C veneficus"
"A.1.O.60-DT-bin.5","A.1.O.60",64,"A.1.O.60",0.0337253389396563,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Bordetella","Bordetella pertussis"
"A.1.O.60-DT-bin.6","A.1.O.60",68,"A.1.O.60",0.018257383486704,"Archaea","Halobacterota","Halobacteria","Halobacteriales","Haloferacaceae","Haloferax","Haloferax mediterranei"
"A.1.O.60-DT-bin.7","A.1.O.60",63,"A.1.O.60",0.017626343811422,"Archaea","Halobacterota","Halobacteria","Halobacteriales","Haloferacaceae","Halogeometricum","Halogeometricum borinquense"
"A.1.O.60-DT-bin.8","A.1.O.60",62,"A.1.O.60",0.0136890875753301,"Bacteria","Bacteroidota","Chlorobia","Chlorobiales","Chlorobiaceae","Chlorobium","Chlorobium luteolum"
"A.1.O.60-DT-bin.9","A.1.O.60",63,"A.1.O.60",0.017679611013424,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Celeribacter_A","Celeribacter_A marinus"
"A.2.C.60-8K-bin.1","A.2.C.60",16,"A.2.C.60",0.00221228270169802,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Thermocrinis","Thermocrinis albus"
"A.2.C.60-8K-bin.10","A.2.C.60",28,"A.2.C.60",0.00449631862631163,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Hydrogenobacter","Hydrogenobacter thermophilus"
"A.2.C.60-8K-bin.11","A.2.C.60",6,"A.2.C.60",0.00256926540283768,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Antarctobacter","Antarctobacter heliothermus_B"
"A.2.C.60-8K-bin.12","A.2.C.60",33,"A.2.C.60",0.00465037554603494,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Thermocrinis","Thermocrinis ruber"
"A.2.C.60-8K-bin.13","A.2.C.60",6,"A.2.C.60",0.00256926540283768,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Antarctobacter","Antarctobacter heliothermus_B"
"A.2.C.60-8K-bin.14","A.2.C.60",171,"A.2.C.60",0.0485782486396681,"Bacteria","Firmicutes","Bacilli","Bacillales","Anoxybacillaceae","Geobacillus","Geobacillus thermocatenulatus"
"A.2.C.60-8K-bin.15","A.2.C.60",6,"A.2.C.60",0.00263031814512335,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Antarctobacter","Antarctobacter heliothermus_B"
"A.2.C.60-8K-bin.16","A.2.C.60",23,"A.2.C.60",0.00704249965894301,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Brucella","Brucella melitensis"
"A.2.C.60-8K-bin.17","A.2.C.60",82,"A.2.C.60",0.014948971457968,"Archaea","Halobacterota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","Ferroglobus","Ferroglobus placidus"
"A.2.C.60-8K-bin.18","A.2.C.60",171,"A.2.C.60",0.048627700860897,"Bacteria","Firmicutes","Bacilli","Bacillales","Anoxybacillaceae","Geobacillus","Geobacillus thermocatenulatus"
"A.2.C.60-8K-bin.19","A.2.C.60",23,"A.2.C.60",0.00700248119478033,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Brucella","Brucella melitensis"
"A.2.C.60-8K-bin.2","A.2.C.60",171,"A.2.C.60",0.0485782486396681,"Bacteria","Firmicutes","Bacilli","Bacillales","Anoxybacillaceae","Geobacillus","Geobacillus thermocatenulatus"
"A.2.C.60-8K-bin.20","A.2.C.60",40,"A.2.C.60",0.00852109940604832,"Bacteria","Bacteroidota","Chlorobia","Chlorobiales","Chlorobiaceae","Chlorobium","Chlorobium luteolum"
"A.2.C.60-8K-bin.21","A.2.C.60",28,"A.2.C.60",0.00449631862631163,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Hydrogenobacter","Hydrogenobacter thermophilus"
"A.2.C.60-8K-bin.22","A.2.C.60",28,"A.2.C.60",0.00449631862631163,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Hydrogenobacter","Hydrogenobacter thermophilus"
"A.2.C.60-8K-bin.23","A.2.C.60",16,"A.2.C.60",0.00221228270169802,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Thermocrinis","Thermocrinis albus"
"A.2.C.60-8K-bin.24","A.2.C.60",16,"A.2.C.60",0.00221228270169802,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Thermocrinis","Thermocrinis albus"
"A.2.C.60-8K-bin.25","A.2.C.60",40,"A.2.C.60",0.00852109940604832,"Bacteria","Bacteroidota","Chlorobia","Chlorobiales","Chlorobiaceae","Chlorobium","Chlorobium luteolum"
"A.2.C.60-8K-bin.26","A.2.C.60",13,"A.2.C.60",0.00472916241821195,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","Vibrio cholerae"
"A.2.C.60-8K-bin.27","A.2.C.60",16,"A.2.C.60",0.00221228270169802,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Thermocrinis","Thermocrinis albus"
"A.2.C.60-8K-bin.28","A.2.C.60",13,"A.2.C.60",0.00472916241821195,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","Vibrio cholerae"
"A.2.C.60-8K-bin.29","A.2.C.60",82,"A.2.C.60",0.014948971457968,"Archaea","Halobacterota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","Ferroglobus","Ferroglobus placidus"
"A.2.C.60-8K-bin.3","A.2.C.60",82,"A.2.C.60",0.014948971457968,"Archaea","Halobacterota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","Ferroglobus","Ferroglobus placidus"
"A.2.C.60-8K-bin.30","A.2.C.60",33,"A.2.C.60",0.00465037554603494,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Thermocrinis","Thermocrinis ruber"
"A.2.C.60-8K-bin.31","A.2.C.60",82,"A.2.C.60",0.014948971457968,"Archaea","Halobacterota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","Ferroglobus","Ferroglobus placidus"
"A.2.C.60-8K-bin.32","A.2.C.60",40,"A.2.C.60",0.00852109940604832,"Bacteria","Bacteroidota","Chlorobia","Chlorobiales","Chlorobiaceae","Chlorobium","Chlorobium luteolum"
"A.2.C.60-8K-bin.33","A.2.C.60",28,"A.2.C.60",0.00449631862631163,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Hydrogenobacter","Hydrogenobacter thermophilus"
"A.2.C.60-8K-bin.34","A.2.C.60",40,"A.2.C.60",0.00852109940604832,"Bacteria","Bacteroidota","Chlorobia","Chlorobiales","Chlorobiaceae","Chlorobium","Chlorobium luteolum"
"A.2.C.60-8K-bin.35","A.2.C.60",33,"A.2.C.60",0.00465037554603494,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Thermocrinis","Thermocrinis ruber"
"A.2.C.60-8K-bin.36","A.2.C.60",23,"A.2.C.60",0.00700248119478033,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Brucella","Brucella melitensis"
"A.2.C.60-8K-bin.4","A.2.C.60",33,"A.2.C.60",0.00465037554603494,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Thermocrinis","Thermocrinis ruber"
"A.2.C.60-8K-bin.5","A.2.C.60",6,"A.2.C.60",0.00256926540283768,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Antarctobacter","Antarctobacter heliothermus_B"
"A.2.C.60-8K-bin.6","A.2.C.60",23,"A.2.C.60",0.00700248119478033,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Brucella","Brucella melitensis"
"A.2.C.60-8K-bin.7","A.2.C.60",171,"A.2.C.60",0.0485782486396681,"Bacteria","Firmicutes","Bacilli","Bacillales","Anoxybacillaceae","Geobacillus","Geobacillus thermocatenulatus"
"A.2.C.60-8K-bin.8","A.2.C.60",13,"A.2.C.60",0.00472916241821195,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","Vibrio cholerae"
"A.2.C.60-8K-bin.9","A.2.C.60",13,"A.2.C.60",0.00472916241821195,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","Vibrio cholerae"
"A.2.C.60-DT-bin.1","A.2.C.60",68,"A.2.C.60",0.0163661517796508,"Bacteria","Bacteroidota","Chlorobia","Chlorobiales","Chlorobiaceae","Chlorobium","Chlorobium limicola"
"A.2.C.60-DT-bin.10","A.2.C.60",13,"A.2.C.60",0.00472916241821195,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","Vibrio cholerae"
"A.2.C.60-DT-bin.11","A.2.C.60",19,"A.2.C.60",0.00744388435447225,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter_A","Rhodobacter_A sphaeroides"
"A.2.C.60-DT-bin.12","A.2.C.60",33,"A.2.C.60",0.00450800248444493,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Thermocrinis","Thermocrinis ruber"
"A.2.C.60-DT-bin.13","A.2.C.60",7,"A.2.C.60",0.00275740718687281,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Celeribacter","Celeribacter indicus"
"A.2.C.60-DT-bin.14","A.2.C.60",81,"A.2.C.60",0.0153439558660176,"Archaea","Halobacterota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","Ferroglobus","Ferroglobus placidus"
"A.2.C.60-DT-bin.15","A.2.C.60",6,"A.2.C.60",0.0027505235443492,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Antarctobacter","Antarctobacter heliothermus_B"
"A.2.C.60-DT-bin.16","A.2.C.60",57,"A.2.C.60",0.0138960908327466,"Bacteria","Bacteroidota","Chlorobia","Chlorobiales","Chlorobiaceae","Prosthecochloris","Prosthecochloris aestuarii"
"A.2.C.60-DT-bin.17","A.2.C.60",47,"A.2.C.60",0.00866622259116472,"Archaea","Halobacterota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","Archaeoglobus_C","Archaeoglobus_C veneficus"
"A.2.C.60-DT-bin.2","A.2.C.60",16,"A.2.C.60",0.00224610088736486,"Bacteria","Aquificota","Aquificae","Aquificales","Aquificaceae","Thermocrinis","Thermocrinis albus"
"A.2.C.60-DT-bin.3","A.2.C.60",96,"A.2.C.60",0.019519760095891,"Archaea","Halobacterota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","Archaeoglobus","Archaeoglobus fulgidus"
"A.2.C.60-DT-bin.4","A.2.C.60",4,"A.2.C.60",0.00111768353595216,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Celeribacter_A","Celeribacter_A marinus"
"A.2.C.60-DT-bin.5","A.2.C.60",36,"A.2.C.60",0.00889554955843433,"Bacteria","Bacteroidota","Chlorobia","Chlorobiales","Chlorobiaceae","Chlorobium","Chlorobium luteolum"
