Bin Id	Community	Abundance_distribution	Taxonomic_distribution	Depth	Pipeline	Marker lineage	Completeness	Contamination	Strain heterogeneity
C.1.O.60-8K-bin.28	C	1	O	60	8K	k__Bacteria (UID209)	96.55	0.47	0
C.1.O.60-8K-bin.29	C	1	O	60	8K	k__Bacteria (UID209)	100	1.75	0
C.1.O.60-8K-bin.3	C	1	O	60	8K	g__Streptomyces (UID2052)	99.91	0	0
C.1.O.60-8K-bin.30	C	1	O	60	8K	f__Rhodobacteraceae (UID3340)	98.41	0.61	0
C.1.O.60-8K-bin.31	C	1	O	60	8K	k__Bacteria (UID209)	100	0	0
C.1.O.60-8K-bin.32	C	1	O	60	8K	g__Bacillus (UID864)	99.17	0	0
C.1.O.60-8K-bin.33	C	1	O	60	8K	g__Bacillus (UID864)	99.17	0	0
C.1.O.60-8K-bin.34	C	1	O	60	8K	k__Bacteria (UID209)	96.55	0.47	0
C.1.O.60-8K-bin.35	C	1	O	60	8K	p__Euryarchaeota (UID49)	100	0	0
C.1.O.60-8K-bin.36	C	1	O	60	8K	k__Bacteria (UID209)	100	0	0
C.1.O.60-8K-bin.37	C	1	O	60	8K	k__Bacteria (UID209)	100	0	0
C.1.O.60-8K-bin.38	C	1	O	60	8K	k__Bacteria (UID209)	100	1.75	0
C.1.O.60-8K-bin.39	C	1	O	60	8K	f__Rhodobacteraceae (UID3340)	98.41	0.61	0
C.1.O.60-8K-bin.4	C	1	O	60	8K	k__Bacteria (UID3187)	85.47	0.85	0
C.1.O.60-8K-bin.40	C	1	O	60	8K	f__Rhodobacteraceae (UID3340)	93.86	0.61	0
C.1.O.60-8K-bin.5	C	1	O	60	8K	k__Bacteria (UID209)	100	1.75	0
C.1.O.60-8K-bin.6	C	1	O	60	8K	k__Bacteria (UID3187)	85.47	0.85	0
C.1.O.60-8K-bin.7	C	1	O	60	8K	o__Rhizobiales (UID3447)	98.8	0.8	0
C.1.O.60-8K-bin.8	C	1	O	60	8K	p__Euryarchaeota (UID49)	100	0	0
C.1.O.60-8K-bin.9	C	1	O	60	8K	k__Bacteria (UID209)	96.55	0.47	0
C.1.O.60-DT-bin.1	C	1	O	60	DT	g__Streptomyces (UID2052)	99.91	0	0
C.1.O.60-DT-bin.10	C	1	O	60	DT	k__Bacteria (UID3187)	99.15	3.42	0
C.1.O.60-DT-bin.11	C	1	O	60	DT	p__Cyanobacteria (UID2189)	8.96	0.67	100
C.1.O.60-DT-bin.12	C	1	O	60	DT	f__Rhodobacteraceae (UID3340)	98.41	0.91	25
C.1.O.60-DT-bin.13	C	1	O	60	DT	k__Archaea (UID2)	53.12	21.47	0
C.1.O.60-DT-bin.14	C	1	O	60	DT	k__Bacteria (UID209)	100	1.75	0
C.1.O.60-DT-bin.15	C	1	O	60	DT	k__Bacteria (UID203)	96.55	42.01	11.11
C.1.O.60-DT-bin.16	C	1	O	60	DT	k__Bacteria (UID203)	61.6	24.44	0
C.1.O.60-DT-bin.17	C	1	O	60	DT	k__Archaea (UID146)	100	0	0
C.1.O.60-DT-bin.18	C	1	O	60	DT	k__Bacteria (UID3187)	50.86	5.22	0
C.1.O.60-DT-bin.19	C	1	O	60	DT	p__Euryarchaeota (UID49)	100	1.96	0
C.1.O.60-DT-bin.2	C	1	O	60	DT	o__Burkholderiales (UID4001)	97.95	4.33	17.65
C.1.O.60-DT-bin.20	C	1	O	60	DT	k__Bacteria (UID209)	98.28	0	0
C.1.O.60-DT-bin.21	C	1	O	60	DT	f__Rhodobacteraceae (UID3340)	95.38	0	0
C.1.O.60-DT-bin.22	C	1	O	60	DT	p__Euryarchaeota (UID49)	97.17	15.03	31.43
C.1.O.60-DT-bin.23	C	1	O	60	DT	k__Bacteria (UID209)	96.55	0.47	0
C.1.O.60-DT-bin.24	C	1	O	60	DT	f__Enterobacteriaceae (UID5103)	98.82	0.39	0
C.1.O.60-DT-bin.3	C	1	O	60	DT	k__Archaea (UID2)	70.72	15.3	1.82
C.1.O.60-DT-bin.4	C	1	O	60	DT	f__Spirochaetaceae (UID2512)	92.74	0	0
C.1.O.60-DT-bin.5	C	1	O	60	DT	o__Rhizobiales (UID3447)	100	0.8	0
C.1.O.60-DT-bin.6	C	1	O	60	DT	p__Euryarchaeota (UID49)	84.8	1.31	50
C.1.O.60-DT-bin.7	C	1	O	60	DT	f__Enterobacteriaceae (UID5054)	99.91	1.45	30.43
C.1.O.60-DT-bin.8	C	1	O	60	DT	f__Rhodobacteraceae (UID3340)	98.79	0.48	0
C.1.O.60-DT-bin.9	C	1	O	60	DT	g__Bacillus (UID864)	99.59	0	0
C.1.O.60-MM-bin.1	C	1	O	60	MM	k__Bacteria (UID3187)	99.15	0.85	0
C.2.C.60-8K-bin.1	C	2	C	60	8K	o__Burkholderiales (UID4001)	72.88	0.67	0
C.2.C.60-8K-bin.10	C	2	C	60	8K	k__Bacteria (UID3187)	99.15	0.85	0
C.2.C.60-8K-bin.11	C	2	C	60	8K	f__Rhodobacteraceae (UID3340)	98.41	0.61	0
C.2.C.60-8K-bin.12	C	2	C	60	8K	o__Burkholderiales (UID4001)	72.88	0.67	0
C.2.C.60-8K-bin.13	C	2	C	60	8K	p__Euryarchaeota (UID49)	99.35	0	0
C.2.C.60-8K-bin.14	C	2	C	60	8K	f__Rhodobacteraceae (UID3340)	94.77	0.61	0
C.2.C.60-8K-bin.15	C	2	C	60	8K	f__Rhodobacteraceae (UID3340)	94.77	0.61	0
C.2.C.60-8K-bin.16	C	2	C	60	8K	f__Rhodobacteraceae (UID3340)	81.21	0.48	0
C.2.C.60-8K-bin.17	C	2	C	60	8K	o__Burkholderiales (UID4001)	72.88	0.67	0
C.2.C.60-8K-bin.2	C	2	C	60	8K	k__Bacteria (UID3187)	96.58	0.85	0
C.2.C.60-8K-bin.3	C	2	C	60	8K	p__Euryarchaeota (UID49)	99.35	0	0
C.2.C.60-8K-bin.4	C	2	C	60	8K	f__Rhodobacteraceae (UID3340)	94.77	0.61	0
C.2.C.60-8K-bin.5	C	2	C	60	8K	o__Burkholderiales (UID4001)	91.18	0.8	0
C.2.C.60-8K-bin.6	C	2	C	60	8K	p__Euryarchaeota (UID49)	99.35	0	0
C.2.C.60-8K-bin.7	C	2	C	60	8K	p__Euryarchaeota (UID49)	99.35	0	0
C.2.C.60-8K-bin.8	C	2	C	60	8K	k__Bacteria (UID3187)	96.58	0.85	0
C.2.C.60-8K-bin.9	C	2	C	60	8K	k__Bacteria (UID3187)	96.58	0.85	0
C.2.C.60-DT-bin.1	C	2	C	60	DT	k__Bacteria (UID3187)	100	0.86	0
C.2.C.60-DT-bin.10	C	2	C	60	DT	p__Euryarchaeota (UID49)	100	0	0
C.2.C.60-DT-bin.11	C	2	C	60	DT	f__Rhodobacteraceae (UID3340)	98.79	0.48	0
C.2.C.60-DT-bin.12	C	2	C	60	DT	k__Bacteria (UID2993)	98.98	1.02	33.33
C.2.C.60-DT-bin.13	C	2	C	60	DT	f__Rhodobacteraceae (UID3340)	99.32	0.15	100
C.2.C.60-DT-bin.14	C	2	C	60	DT	k__Bacteria (UID3187)	99.15	0.85	0
C.2.C.60-DT-bin.15	C	2	C	60	DT	p__Euryarchaeota (UID49)	99.84	0.65	0
C.2.C.60-DT-bin.16	C	2	C	60	DT	o__Chlamydiales (UID2994)	98.62	0	0
C.2.C.60-DT-bin.17	C	2	C	60	DT	f__Rhodobacteraceae (UID3340)	99.29	0.91	50
C.2.C.60-DT-bin.18	C	2	C	60	DT	f__Spirochaetaceae (UID2512)	80.3	42.96	48.19
C.2.C.60-DT-bin.19	C	2	C	60	DT	p__Cyanobacteria (UID2189)	99.56	1.19	55.56
C.2.C.60-DT-bin.2	C	2	C	60	DT	c__Alphaproteobacteria (UID3422)	99.32	1.65	22.22
C.2.C.60-DT-bin.20	C	2	C	60	DT	p__Cyanobacteria (UID2189)	98.37	0.44	50
C.2.C.60-DT-bin.21	C	2	C	60	DT	k__Bacteria (UID3187)	99.14	3.93	0
C.2.C.60-DT-bin.3	C	2	C	60	DT	g__Bacillus (UID864)	92.24	3.02	7.41
C.2.C.60-DT-bin.4	C	2	C	60	DT	p__Cyanobacteria (UID2189)	98.44	0.52	66.67
C.2.C.60-DT-bin.5	C	2	C	60	DT	o__Chlamydiales (UID2994)	98.55	0.54	0
C.2.C.60-DT-bin.6	C	2	C	60	DT	c__Alphaproteobacteria (UID3422)	99.68	0	0
C.2.C.60-DT-bin.7	C	2	C	60	DT	p__Euryarchaeota (UID49)	99.84	0	0
C.2.C.60-DT-bin.8	C	2	C	60	DT	o__Burkholderiales (UID4001)	72.48	0.67	0
C.2.C.60-DT-bin.9	C	2	C	60	DT	c__Alphaproteobacteria (UID3422)	99.97	0.03	100
C.2.C.60-MM-bin.1	C	2	C	60	MM	k__Bacteria (UID3187)	99.15	0.85	0
C.2.C.60-MM-bin.10	C	2	C	60	MM	f__Rhodobacteraceae (UID3340)	98.79	0.48	0
C.2.C.60-MM-bin.11	C	2	C	60	MM	p__Cyanobacteria (UID2189)	98.81	1.78	66.67
C.2.C.60-MM-bin.12	C	2	C	60	MM	p__Cyanobacteria (UID2189)	92.26	0.22	100
C.2.C.60-MM-bin.13	C	2	C	60	MM	o__Burkholderiales (UID4002)	94.66	2.64	22.22
C.2.C.60-MM-bin.14	C	2	C	60	MM	c__Alphaproteobacteria (UID3422)	99.7	0.11	100
C.2.C.60-MM-bin.15	C	2	C	60	MM	o__Burkholderiales (UID4001)	98.55	5.15	7.14
C.2.C.60-MM-bin.16	C	2	C	60	MM	p__Cyanobacteria (UID2189)	99.56	0.74	0
C.2.C.60-MM-bin.17	C	2	C	60	MM	f__Spirochaetaceae (UID2512)	73.14	6.82	35.71
C.2.C.60-MM-bin.18	C	2	C	60	MM	f__Rhodobacteraceae (UID3340)	99.29	0.61	0
C.2.C.60-MM-bin.2	C	2	C	60	MM	c__Alphaproteobacteria (UID3422)	98.38	0.92	0
C.2.C.60-MM-bin.3	C	2	C	60	MM	f__Rhodobacteraceae (UID3340)	98.56	0	0
C.2.C.60-MM-bin.4	C	2	C	60	MM	k__Bacteria (UID2993)	98.98	0	0
C.2.C.60-MM-bin.5	C	2	C	60	MM	f__Spirochaetaceae (UID2512)	96.37	1.56	57.14
C.2.C.60-MM-bin.6	C	2	C	60	MM	k__Bacteria (UID3187)	98.28	2.63	0
C.2.C.60-MM-bin.7	C	2	C	60	MM	g__Bacillus (UID864)	25.3	2.78	20
C.2.C.60-MM-bin.8	C	2	C	60	MM	k__Bacteria (UID3187)	87.93	0.86	0
C.2.C.60-MM-bin.9	C	2	C	60	MM	c__Alphaproteobacteria (UID3422)	99.35	0	0
C.2.N.60-8K-bin.1	C	2	N	60	8K	k__Bacteria (UID3187)	95.39	0.85	0
C.2.N.60-8K-bin.10	C	2	N	60	8K	f__Rhodobacteraceae (UID3340)	98.41	0.61	0
C.2.N.60-8K-bin.11	C	2	N	60	8K	k__Bacteria (UID209)	100	1.75	0
C.2.N.60-8K-bin.12	C	2	N	60	8K	k__Archaea (UID146)	86.21	0	0
C.2.N.60-8K-bin.13	C	2	N	60	8K	g__Bacillus (UID864)	99.17	0	0
C.2.N.60-8K-bin.14	C	2	N	60	8K	k__Bacteria (UID209)	96.55	0.47	0
C.2.N.60-8K-bin.15	C	2	N	60	8K	k__Archaea (UID146)	86.21	0	0
C.2.N.60-8K-bin.16	C	2	N	60	8K	o__Rhizobiales (UID3450)	99.92	0.25	0
C.2.N.60-8K-bin.17	C	2	N	60	8K	f__Rhodobacteraceae (UID3340)	98.41	0.61	0
C.2.N.60-8K-bin.18	C	2	N	60	8K	o__Burkholderiales (UID4001)	97.95	1.4	0
C.2.N.60-8K-bin.19	C	2	N	60	8K	g__Streptomyces (UID2052)	99.91	0	0
C.2.N.60-8K-bin.2	C	2	N	60	8K	f__Rhodobacteraceae (UID3340)	98.41	0.61	0
C.2.N.60-8K-bin.20	C	2	N	60	8K	g__Streptomyces (UID2052)	99.91	0	0
C.2.N.60-8K-bin.21	C	2	N	60	8K	g__Streptomyces (UID2052)	99.91	0	0
C.2.N.60-8K-bin.22	C	2	N	60	8K	k__Bacteria (UID209)	96.55	0.47	0
C.2.N.60-8K-bin.23	C	2	N	60	8K	k__Bacteria (UID3187)	95.39	0.85	0
C.2.N.60-8K-bin.24	C	2	N	60	8K	k__Bacteria (UID209)	96.55	0.47	0
C.2.N.60-8K-bin.25	C	2	N	60	8K	k__Archaea (UID146)	86.21	0	0
C.2.N.60-8K-bin.26	C	2	N	60	8K	g__Bacillus (UID864)	99.17	0	0
C.2.N.60-8K-bin.27	C	2	N	60	8K	g__Bacillus (UID864)	99.17	0	0
C.2.N.60-8K-bin.28	C	2	N	60	8K	o__Burkholderiales (UID4001)	97.95	1.4	0
C.2.N.60-8K-bin.29	C	2	N	60	8K	k__Bacteria (UID209)	100	1.75	0
C.2.N.60-8K-bin.3	C	2	N	60	8K	k__Archaea (UID146)	86.21	0	0
C.2.N.60-8K-bin.30	C	2	N	60	8K	k__Bacteria (UID3187)	95.39	0.85	0
C.2.N.60-8K-bin.31	C	2	N	60	8K	k__Bacteria (UID209)	96.55	0.47	0
C.2.N.60-8K-bin.32	C	2	N	60	8K	g__Streptomyces (UID2052)	99.91	0	0
C.2.N.60-8K-bin.33	C	2	N	60	8K	k__Bacteria (UID209)	100	1.75	0
C.2.N.60-8K-bin.34	C	2	N	60	8K	k__Bacteria (UID3187)	95.39	0.85	0
C.2.N.60-8K-bin.35	C	2	N	60	8K	k__Bacteria (UID209)	100	1.75	0
C.2.N.60-8K-bin.36	C	2	N	60	8K	o__Burkholderiales (UID4001)	97.95	1.4	0
C.2.N.60-8K-bin.4	C	2	N	60	8K	o__Rhizobiales (UID3450)	99.92	0.25	0
C.2.N.60-8K-bin.5	C	2	N	60	8K	f__Rhodobacteraceae (UID3340)	98.41	0.61	0
C.2.N.60-8K-bin.6	C	2	N	60	8K	o__Burkholderiales (UID4001)	97.95	1.4	0
C.2.N.60-8K-bin.7	C	2	N	60	8K	o__Rhizobiales (UID3450)	99.92	0.25	0
C.2.N.60-8K-bin.8	C	2	N	60	8K	o__Rhizobiales (UID3450)	99.92	0.25	0
C.2.N.60-8K-bin.9	C	2	N	60	8K	g__Bacillus (UID864)	99.17	0	0
C.2.N.60-DT-bin.1	C	2	N	60	DT	k__Bacteria (UID3187)	96.55	3.93	11.76
C.2.N.60-DT-bin.10	C	2	N	60	DT	c__Alphaproteobacteria (UID3422)	100	0.68	33.33
C.2.N.60-DT-bin.11	C	2	N	60	DT	k__Archaea (UID2)	98.13	13.08	50
C.2.N.60-DT-bin.12	C	2	N	60	DT	k__Bacteria (UID209)	100	1.75	0
C.2.N.60-DT-bin.13	C	2	N	60	DT	g__Streptomyces (UID2052)	99.91	0	0
C.2.N.60-DT-bin.14	C	2	N	60	DT	p__Euryarchaeota (UID49)	98.53	0	0
C.2.N.60-DT-bin.15	C	2	N	60	DT	c__Alphaproteobacteria (UID3422)	98.03	1.11	0
C.2.N.60-DT-bin.16	C	2	N	60	DT	f__Spirochaetaceae (UID2512)	99.19	4.06	33.33
C.2.N.60-DT-bin.17	C	2	N	60	DT	f__Spirochaetaceae (UID2512)	99.19	1.81	0
C.2.N.60-DT-bin.18	C	2	N	60	DT	p__Cyanobacteria (UID2189)	98.48	0	0
C.2.N.60-DT-bin.19	C	2	N	60	DT	o__Rhizobiales (UID3450)	99.92	0.25	0
C.2.N.60-DT-bin.2	C	2	N	60	DT	o__Chlamydiales (UID2994)	98.78	0	0
C.2.N.60-DT-bin.20	C	2	N	60	DT	k__Bacteria (UID3187)	97.96	3.42	0
C.2.N.60-DT-bin.21	C	2	N	60	DT	k__Archaea (UID146)	89.34	0	0
C.2.N.60-DT-bin.22	C	2	N	60	DT	o__Burkholderiales (UID4001)	99.15	1.4	0
C.2.N.60-DT-bin.23	C	2	N	60	DT	k__Bacteria (UID203)	96.87	11.19	81.82
C.2.N.60-DT-bin.3	C	2	N	60	DT	k__Bacteria (UID2993)	98.98	0	0
C.2.N.60-DT-bin.4	C	2	N	60	DT	k__Bacteria (UID209)	96.55	0.47	0
C.2.N.60-DT-bin.5	C	2	N	60	DT	k__Archaea (UID2)	66.98	14.92	0
C.2.N.60-DT-bin.6	C	2	N	60	DT	f__Rhodobacteraceae (UID3340)	99.29	0.61	0
C.2.N.60-DT-bin.7	C	2	N	60	DT	g__Bacillus (UID864)	99.59	0	0
C.2.N.60-DT-bin.8	C	2	N	60	DT	p__Cyanobacteria (UID2189)	98.44	0.3	100
C.2.N.60-DT-bin.9	C	2	N	60	DT	f__Spirochaetaceae (UID2512)	96.77	4.38	12.5
C.2.N.60-MM-bin.1	C	2	N	60	MM	o__Chlamydiales (UID2994)	98.78	0	0
C.2.N.60-MM-bin.10	C	2	N	60	MM	o__Burkholderiales (UID4001)	99.55	1.8	0
C.2.N.60-MM-bin.11	C	2	N	60	MM	p__Cyanobacteria (UID2189)	97.78	0.33	0
C.2.N.60-MM-bin.12	C	2	N	60	MM	k__Bacteria (UID209)	92.82	3.14	20
C.2.N.60-MM-bin.13	C	2	N	60	MM	f__Rhodobacteraceae (UID3340)	98.11	0.61	0
C.2.N.60-MM-bin.14	C	2	N	60	MM	k__Bacteria (UID209)	94.67	0.47	0
C.2.N.60-MM-bin.15	C	2	N	60	MM	f__Enterobacteriaceae (UID5054)	98.03	0.27	0
C.2.N.60-MM-bin.16	C	2	N	60	MM	f__Spirochaetaceae (UID2512)	100	0	0
C.2.N.60-MM-bin.17	C	2	N	60	MM	g__Bacillus (UID864)	99.59	0	0
C.2.N.60-MM-bin.18	C	2	N	60	MM	c__Alphaproteobacteria (UID3422)	99.7	0.9	40
C.2.N.60-MM-bin.19	C	2	N	60	MM	f__Enterobacteriaceae (UID5103)	97.57	0.48	33.33
C.2.N.60-MM-bin.2	C	2	N	60	MM	f__Enterobacteriaceae (UID5054)	2.89	0.02	100
C.2.N.60-MM-bin.20	C	2	N	60	MM	k__Bacteria (UID3187)	99.15	0.9	0
C.2.N.60-MM-bin.21	C	2	N	60	MM	p__Cyanobacteria (UID2189)	93.81	0.63	75
C.2.N.60-MM-bin.22	C	2	N	60	MM	g__Streptomyces (UID2052)	98.49	0.36	100
C.2.N.60-MM-bin.3	C	2	N	60	MM	o__Rhizobiales (UID3450)	98.88	2.06	7.69
C.2.N.60-MM-bin.4	C	2	N	60	MM	f__Spirochaetaceae (UID2512)	98.39	0	0
C.2.N.60-MM-bin.5	C	2	N	60	MM	root (UID1)	95.83	107.99	38.1
C.2.N.60-MM-bin.6	C	2	N	60	MM	k__Bacteria (UID3187)	98.28	2.68	0
C.2.N.60-MM-bin.7	C	2	N	60	MM	c__Alphaproteobacteria (UID3422)	96.54	0.92	0
C.2.N.60-MM-bin.8	C	2	N	60	MM	k__Bacteria (UID2993)	98.98	0	0
C.2.N.60-MM-bin.9	C	2	N	60	MM	f__Spirochaetaceae (UID2512)	98.39	0.97	50
C.2.R.10-8K-bin.1	C	2	R	10	8K	k__Bacteria (UID209)	100	1.75	0
C.2.R.10-8K-bin.10	C	2	R	10	8K	p__Cyanobacteria (UID2189)	99.22	0	0
C.2.R.10-8K-bin.11	C	2	R	10	8K	p__Cyanobacteria (UID2189)	99.22	0	0
C.2.R.10-8K-bin.12	C	2	R	10	8K	p__Cyanobacteria (UID2189)	99.22	0	0
C.2.R.10-8K-bin.13	C	2	R	10	8K	p__Euryarchaeota (UID49)	99.84	0	0
C.2.R.10-8K-bin.14	C	2	R	10	8K	k__Bacteria (UID209)	100	0	0
C.2.R.10-8K-bin.15	C	2	R	10	8K	k__Bacteria (UID209)	100	0	0
C.2.R.10-8K-bin.16	C	2	R	10	8K	f__Enterobacteriaceae (UID5054)	88	1.73	23.08
C.2.R.10-8K-bin.17	C	2	R	10	8K	o__Burkholderiales (UID4002)	98.36	1.13	50
C.2.R.10-8K-bin.18	C	2	R	10	8K	f__Enterobacteriaceae (UID5054)	93.91	2.21	17.65
C.2.R.10-8K-bin.19	C	2	R	10	8K	o__Burkholderiales (UID4002)	98.36	1.13	50
C.2.R.10-8K-bin.2	C	2	R	10	8K	k__Bacteria (UID209)	100	1.75	0
C.2.R.10-8K-bin.20	C	2	R	10	8K	k__Bacteria (UID209)	100	1.75	0
C.2.R.10-8K-bin.21	C	2	R	10	8K	k__Bacteria (UID209)	100	0	0
C.2.R.10-8K-bin.22	C	2	R	10	8K	o__Burkholderiales (UID4002)	98.36	1.13	50
C.2.R.10-8K-bin.23	C	2	R	10	8K	o__Burkholderiales (UID4002)	98.36	1.13	50
C.2.R.10-8K-bin.24	C	2	R	10	8K	k__Bacteria (UID209)	100	0	0
C.2.R.10-8K-bin.3	C	2	R	10	8K	p__Euryarchaeota (UID49)	99.84	0	0
C.2.R.10-8K-bin.4	C	2	R	10	8K	f__Enterobacteriaceae (UID5054)	88	1.73	23.08
C.2.R.10-8K-bin.5	C	2	R	10	8K	p__Euryarchaeota (UID49)	99.84	0	0
C.2.R.10-8K-bin.6	C	2	R	10	8K	p__Euryarchaeota (UID49)	99.84	0	0
C.2.R.10-8K-bin.7	C	2	R	10	8K	p__Cyanobacteria (UID2189)	99.22	0	0
C.2.R.10-8K-bin.8	C	2	R	10	8K	f__Enterobacteriaceae (UID5054)	94.24	2.21	17.65
C.2.R.10-8K-bin.9	C	2	R	10	8K	k__Bacteria (UID209)	100	1.75	0
C.2.R.10-DT-bin.1	C	2	R	10	DT	c__Alphaproteobacteria (UID3422)	58.8	13.39	0
C.2.R.10-DT-bin.10	C	2	R	10	DT	f__Spirochaetaceae (UID2512)	98.63	0.81	100
C.2.R.10-DT-bin.11	C	2	R	10	DT	f__Enterobacteriaceae (UID5054)	97.12	11.11	12
C.2.R.10-DT-bin.12	C	2	R	10	DT	k__Archaea (UID146)	99.26	0.74	0
C.2.R.10-DT-bin.13	C	2	R	10	DT	k__Archaea (UID146)	99.26	1.35	33.33
C.2.R.10-DT-bin.14	C	2	R	10	DT	f__Rhodobacteraceae (UID3340)	98.41	0.15	100
C.2.R.10-DT-bin.15	C	2	R	10	DT	p__Euryarchaeota (UID49)	99.84	0	0
C.2.R.10-DT-bin.16	C	2	R	10	DT	k__Bacteria (UID209)	100	1.75	0
C.2.R.10-DT-bin.17	C	2	R	10	DT	o__Rhizobiales (UID3450)	99.51	1.78	0
C.2.R.10-DT-bin.2	C	2	R	10	DT	o__Burkholderiales (UID4002)	99.95	1.13	50
C.2.R.10-DT-bin.3	C	2	R	10	DT	f__Spirochaetaceae (UID2512)	100	4.47	5.88
C.2.R.10-DT-bin.4	C	2	R	10	DT	o__Chlamydiales (UID2994)	98.73	0.03	100
C.2.R.10-DT-bin.5	C	2	R	10	DT	k__Bacteria (UID209)	100	0	0
C.2.R.10-DT-bin.6	C	2	R	10	DT	p__Cyanobacteria (UID2189)	99.22	0	0
C.2.R.10-DT-bin.7	C	2	R	10	DT	k__Bacteria (UID2993)	98.98	0	0
C.2.R.10-DT-bin.8	C	2	R	10	DT	f__Rhodobacteraceae (UID3340)	72.25	0.58	20
C.2.R.10-DT-bin.9	C	2	R	10	DT	o__Chlamydiales (UID2994)	98.5	0.32	66.67
C.2.R.10-MM-bin.1	C	2	R	10	MM	k__Bacteria (UID209)	100	2.67	25
C.2.R.10-MM-bin.2	C	2	R	10	MM	f__Rhodobacteraceae (UID3340)	98.71	0.3	0
C.2.R.10-MM-bin.3	C	2	R	10	MM	k__Bacteria (UID2993)	98.98	0	0
C.2.R.10-MM-bin.4	C	2	R	10	MM	f__Spirochaetaceae (UID2512)	97.47	4.05	46.15
C.2.R.10-MM-bin.5	C	2	R	10	MM	p__Cyanobacteria (UID2189)	98.78	0.44	33.33
C.2.R.10-MM-bin.6	C	2	R	10	MM	o__Burkholderiales (UID4002)	97.56	0.84	0
C.2.R.10-MM-bin.7	C	2	R	10	MM	f__Spirochaetaceae (UID2512)	77.79	6.12	25
C.2.R.10-MM-bin.8	C	2	R	10	MM	k__Bacteria (UID209)	100	0	0
C.2.R.10-MM-bin.9	C	2	R	10	MM	o__Rhizobiales (UID3450)	99.51	0.99	25
C.2.R.120-8K-bin.1	C	2	R	120	8K	k__Archaea (UID146)	99.26	0	0
C.2.R.120-8K-bin.10	C	2	R	120	8K	k__Bacteria (UID209)	100	1.75	0
C.2.R.120-8K-bin.11	C	2	R	120	8K	g__Streptomyces (UID2052)	99.91	0	0
C.2.R.120-8K-bin.12	C	2	R	120	8K	c__Gammaproteobacteria (UID4387)	97.74	0.56	0
C.2.R.120-8K-bin.13	C	2	R	120	8K	k__Bacteria (UID209)	100	1.75	0
C.2.R.120-8K-bin.14	C	2	R	120	8K	k__Bacteria (UID209)	100	0	0
C.2.R.120-8K-bin.15	C	2	R	120	8K	p__Euryarchaeota (UID49)	99.35	0	0
C.2.R.120-8K-bin.16	C	2	R	120	8K	k__Bacteria (UID209)	100	1.75	0
C.2.R.120-8K-bin.17	C	2	R	120	8K	o__Rhizobiales (UID3447)	100	0.8	0
C.2.R.120-8K-bin.18	C	2	R	120	8K	c__Gammaproteobacteria (UID4387)	97.74	0.56	0
C.2.R.120-8K-bin.19	C	2	R	120	8K	k__Bacteria (UID209)	96.55	0.47	0
C.2.R.120-8K-bin.2	C	2	R	120	8K	p__Euryarchaeota (UID49)	99.35	0	0
C.2.R.120-8K-bin.20	C	2	R	120	8K	k__Archaea (UID146)	99.26	0	0
C.2.R.120-8K-bin.21	C	2	R	120	8K	k__Bacteria (UID3187)	96.58	0.85	0
C.2.R.120-8K-bin.22	C	2	R	120	8K	k__Bacteria (UID209)	100	1.75	0
C.2.R.120-8K-bin.23	C	2	R	120	8K	c__Gammaproteobacteria (UID4387)	97.74	0.56	0
